Player Number,Player Info,Mills PWA,Win Points,Loss Points,Net Points,Situations,=,Average Points,Player Info 2
243,"Miner,Zach,R,R,DET,P",0.625,90,54,+36,6,=,+6,"Miner,Zach,R,R,DET,P"
244,"Howry,Bob,L,R,CHN,P",1.000,29,0,+29,1,=,+29,"Howry,Bob,L,R,CHN,P"
245,"Vogelsong,Ryan,R,R,PIT,",0.560,121,95,+26,5,=,+5,"Vogelsong,Ryan,R,R,PIT,"
246,"Clement,Matt,R,R,BOS,P",0.566,93,71,+22,3,=,+7,"Clement,Matt,R,R,BOS,P"
247,"Walker,Tyler,R,R,SFN,P",1.000,21,0,+21,1,=,+21,"Walker,Tyler,R,R,SFN,P"
248,"Inge,Brandon,R,R,DET,3B",0.500,19946,19931,+15,617,=,+0,"Inge,Brandon,R,R,DET,3B"
249,"Estes,Shawn,R,L,SDN,P",0.579,50,37,+14,2,=,+7,"Estes,Shawn,R,L,SDN,P"
250,"Fassero,Jeff,L,L,SFN,P",0.533,102,89,+12,5,=,+2,"Fassero,Jeff,L,L,SFN,P"
252,"Casilla,Alexi,B,R,MIN,S",0.534,92,81,+12,6,=,+2,"Casilla,Alexi,B,R,MIN,S"
253,"Gallo,Mike,L,L,HOU,P",1.000,10,0,+10,1,=,+10,"Gallo,Mike,L,L,HOU,P"
254,"Elarton,Scott,R,R,KCA,P",0.520,93,85,+7,4,=,+2,"Elarton,Scott,R,R,KCA,P"
255,"Hughes,Travis,R,R,WAS,P",1.000,7,0,+7,1,=,+7,"Hughes,Travis,R,R,WAS,P"
256,"Gobble,Jimmy,L,L,KCA,P",1.000,3,0,+3,1,=,+3,"Gobble,Jimmy,L,L,KCA,P"
257,"Hammock,Robby,R,R,ARI,C",0.873,3,0,+2,2,=,+1,"Hammock,Robby,R,R,ARI,C"
258,"Ohman,Will,L,L,CHN,P",1.000,2,0,+2,1,=,+2,"Ohman,Will,L,L,CHN,P"
259,"Diaz,Einar,R,R,LAN,C",0.983,1,0,+1,3,=,+0,"Diaz,Einar,R,R,LAN,C"
260,"Rabelo,Mike,B,R,DET,C",0.000,0,0,+0,1,=,+0,"Rabelo,Mike,B,R,DET,C"
262,"Rodney,Fernando,R,R,DET",0.000,0,0,+0,1,=,+0,"Rodney,Fernando,R,R,DET"
263,"Eyre,Willie,R,R,MIN,P",0.000,0,0,+0,1,=,+0,"Eyre,Willie,R,R,MIN,P"
264,"Sanchez,Duaner,R,R,NYN,",0.486,12,12,-1,2,=,+0,"Sanchez,Duaner,R,R,NYN,"
265,"Hamulack,Tim,R,L,LAN,P",0.000,0,1,-1,1,=,-1,"Hamulack,Tim,R,L,LAN,P"
266,"Leone,Justin,R,R,SDN,OF",0.000,0,1,-1,1,=,-1,"Leone,Justin,R,R,SDN,OF"
267,"Julio,Jorge,R,R,ARI,P",0.000,0,1,-1,1,=,-1,"Julio,Jorge,R,R,ARI,P"
268,"Heintz,Chris,R,R,MIN,C",0.000,0,1,-1,1,=,-1,"Heintz,Chris,R,R,MIN,C"
269,"Garcia,Jose,R,R,FLO,P",0.492,43,45,-1,2,=,-1,"Garcia,Jose,R,R,FLO,P"
270,"Wise,Matt,R,R,MIL,P",0.000,0,2,-2,1,=,-2,"Wise,Matt,R,R,MIL,P"
272,"Mesa,Jose,R,R,COL,P",0.000,0,3,-3,1,=,-3,"Mesa,Jose,R,R,COL,P"
273,"Martin,Tom,L,L,COL,P",0.486,72,76,-4,4,=,-1,"Martin,Tom,L,L,COL,P"
274,"Beimel,Joe,L,L,LAN,P",0.000,0,5,-5,1,=,-5,"Beimel,Joe,L,L,LAN,P"
275,"McCarthy,Brandon,R,R,CHP",0.000,0,5,-5,1,=,-5,"McCarthy,Brandon,R,R,CHP"
276,"Bell,Heath,R,R,NYN,P",0.000,0,5,-5,1,=,-5,"Bell,Heath,R,R,NYN,P"
277,"Turnbow,Derrick,R,R,MIL",0.000,0,6,-6,1,=,-6,"Turnbow,Derrick,R,R,MIL"
278,"Adkins,Jon,L,R,SDN,P",0.000,0,6,-6,1,=,-6,"Adkins,Jon,L,R,SDN,P"
279,"Falkenborg,Brian,R,R,SLP",0.000,0,6,-6,1,=,-6,"Falkenborg,Brian,R,R,SLP"
280,"Dohmann,Scott,R,R,COL,P",0.000,0,6,-6,1,=,-6,"Dohmann,Scott,R,R,COL,P"
282,"Kim,Sunny,R,R,CIN,P",0.459,35,42,-6,2,=,-3,"Kim,Sunny,R,R,CIN,P"
283,"Marte,Damaso,L,L,PIT,P",0.000,0,7,-7,2,=,-4,"Marte,Damaso,L,L,PIT,P"
284,"Dessens,Elmer,R,R,KCA,P",0.000,0,7,-7,1,=,-7,"Dessens,Elmer,R,R,KCA,P"
285,"Schroder,Chris,R,R,WAS,",0.000,0,8,-8,2,=,-4,"Schroder,Chris,R,R,WAS,"
286,"Duckworth,Brandon,R,R,K,P",0.487,160,168,-8,4,=,-2,"Duckworth,Brandon,R,R,K,P"
287,"Grabow,John,L,L,PIT,P",0.000,0,10,-10,1,=,-10,"Grabow,John,L,L,PIT,P"
288,"Roberts,Brian,B,R,BAL,2",0.500,21311,21322,-11,688,=,+0,"Roberts,Brian,B,R,BAL,2"
289,"Liriano,Francisco,L,L,M,P",0.486,200,211,-11,7,=,-2,"Liriano,Francisco,L,L,M,P"
290,"Weathers,David,R,R,CIN,",0.000,0,13,-13,1,=,-13,"Weathers,David,R,R,CIN,"
292,"Wilson,Brian,R,R,SFN,P",0.000,0,13,-13,2,=,-6,"Wilson,Brian,R,R,SFN,P"
293,"Gload,Ross,L,L,CHA,1B",0.499,4880,4893,-13,175,=,+0,"Gload,Ross,L,L,CHA,1B"
294,"Novoa,Roberto,R,R,CHN,P",0.453,66,80,-14,5,=,-3,"Novoa,Roberto,R,R,CHN,P"
295,"Castro,Fabio,L,L,PHI,P",0.000,0,14,-14,2,=,-7,"Castro,Fabio,L,L,PHI,P"
296,"Daigle,Casey,R,R,ARI,P",0.000,0,15,-15,1,=,-15,"Daigle,Casey,R,R,ARI,P"
297,"Rivera,Mariano,R,R,NYA,",0.000,0,15,-15,1,=,-15,"Rivera,Mariano,R,R,NYA,"
298,"Wagner,Ryan,R,R,WAS,P",0.346,19,35,-17,3,=,-6,"Wagner,Ryan,R,R,WAS,P"
299,"Tankersley,Taylor,L,L,F,P",0.000,0,18,-18,2,=,-9,"Tankersley,Taylor,L,L,F,P"
300,"Aquino,Greg,R,R,ARI,P",0.000,0,19,-19,1,=,-19,"Aquino,Greg,R,R,ARI,P"
302,"Meredith,Cla,R,R,SDN,P",0.000,0,20,-20,1,=,-20,"Meredith,Cla,R,R,SDN,P"
303,"Stanton,Mike,L,L,SFN,P",0.000,0,22,-22,2,=,-11,"Stanton,Mike,L,L,SFN,P"
304,"Pinto,Renyel,L,L,FLO,P",0.000,0,22,-22,1,=,-22,"Pinto,Renyel,L,L,FLO,P"
305,"Taubenheim,Ty,R,R,TOR,P",0.410,51,74,-23,3,=,-8,"Taubenheim,Ty,R,R,TOR,P"
306,"Schilling,Curt,R,R,BOS,",0.421,61,84,-23,2,=,-11,"Schilling,Curt,R,R,BOS,"
307,"Bautista,Denny,R,R,COL,",0.000,0,23,-23,1,=,-23,"Bautista,Denny,R,R,COL,"
308,"Cassidy,Scott,R,R,SDN,P",0.000,0,24,-24,1,=,-24,"Cassidy,Scott,R,R,SDN,P"
309,"Morillo,Juan,R,R,COL,P",0.000,0,24,-24,1,=,-24,"Morillo,Juan,R,R,COL,P"
310,"Rosario,Francisco,R,R,T,P",0.000,0,24,-24,1,=,-24,"Rosario,Francisco,R,R,T,P"
312,"Barry,Kevin,R,R,ATL,P",0.000,0,27,-27,2,=,-13,"Barry,Kevin,R,R,ATL,P"
313,"Beam,T.J.,R,R,NYA,P",0.000,0,28,-28,1,=,-28,"Beam,T.J.,R,R,NYA,P"
314,"Worrell,Tim,R,R,SFN,P",0.000,0,29,-29,1,=,-29,"Worrell,Tim,R,R,SFN,P"
315,"Shields,Scot,R,R,ANA,P",0.000,0,29,-29,1,=,-29,"Shields,Scot,R,R,ANA,P"
316,"Tiffee,Terry,B,R,MIN,3B",0.496,1859,1888,-29,51,=,-1,"Tiffee,Terry,B,R,MIN,3B"
317,"Feliciano,Pedro,L,L,NYN",0.000,0,30,-30,3,=,-10,"Feliciano,Pedro,L,L,NYN"
318,"Lee,Cliff,L,L,CLE,P",0.446,126,156,-31,6,=,-5,"Lee,Cliff,L,L,CLE,P"
319,"Johnson,Jason,R,R,BOS,P",0.000,0,31,-31,1,=,-31,"Johnson,Jason,R,R,BOS,P"
320,"Young,Chris,R,R,ARI,OF",0.497,2633,2665,-32,81,=,+0,"Young,Chris,R,R,ARI,OF"
322,"King,Ray,L,L,COL,P",0.000,0,33,-33,1,=,-33,"King,Ray,L,L,COL,P"
323,"Sabathia,C.C.,L,L,CLE,P",0.469,266,301,-35,9,=,-4,"Sabathia,C.C.,L,L,CLE,P"
324,"Garland,Jon,R,R,CHA,P",0.468,253,288,-35,7,=,-5,"Garland,Jon,R,R,CHA,P"
325,"Brazelton,Dewon,R,R,SDN",0.458,198,233,-36,4,=,-9,"Brazelton,Dewon,R,R,SDN"
326,"Baker,Scott,R,R,MIN,P",0.000,0,37,-37,3,=,-12,"Baker,Scott,R,R,MIN,P"
327,"Janssen,Casey,R,R,TOR,P",0.000,0,38,-38,1,=,-38,"Janssen,Casey,R,R,TOR,P"
328,De,0.000,0,38,-38,2,=,-19,De
329,"Mitre,Sergio,R,R,FLO,P",0.476,418,460,-41,14,=,-3,"Mitre,Sergio,R,R,FLO,P"
330,"Stauffer,Tim,R,R,SDN,P",0.278,26,68,-42,2,=,-21,"Stauffer,Tim,R,R,SDN,P"
332,"Bray,Bill,L,L,CIN,P",0.000,0,42,-42,1,=,-42,"Bray,Bill,L,L,CIN,P"
333,"Alvarez,Abe,L,L,BOS,P",0.000,0,43,-43,1,=,-43,"Alvarez,Abe,L,L,BOS,P"
334,"Torres,Salomon,R,R,PIT,",0.195,14,57,-43,5,=,-9,"Torres,Salomon,R,R,PIT,"
335,"Sledge,Terrmel,L,L,SDN,",0.497,3301,3345,-44,78,=,-1,"Sledge,Terrmel,L,L,SDN,"
336,"Narveson,Chris,L,L,SLN,",0.000,0,44,-44,1,=,-44,"Narveson,Chris,L,L,SLN,"
337,"Verlander,Justin,R,R,DEP",0.000,0,45,-45,2,=,-22,"Verlander,Justin,R,R,DEP"
338,"Rodriguez,Felix,R,R,WAS",0.000,0,45,-45,1,=,-45,"Rodriguez,Felix,R,R,WAS"
339,"Pena,Tony,R,R,ARI,P",0.000,0,45,-45,2,=,-23,"Pena,Tony,R,R,ARI,P"
340,"Wilson,Preston,R,R,HOU,",0.499,19368,19413,-46,563,=,+0,"Wilson,Preston,R,R,HOU,"
342,"Chen,Bruce,L,L,BAL,P",0.000,0,47,-47,1,=,-47,"Chen,Bruce,L,L,BAL,P"
343,"Osoria,Franquelis,R,R,L,P",0.000,0,47,-47,2,=,-24,"Osoria,Franquelis,R,R,L,P"
344,"Dinardo,Lenny,L,L,BOS,P",0.000,0,49,-49,1,=,-49,"Dinardo,Lenny,L,L,BOS,P"
345,"Ryu,Jae",0.000,0,49,-49,1,=,-49,"Ryu,Jae"
346,"Wellemeyer,Todd,R,R,FLO",0.000,0,49,-49,2,=,-25,"Wellemeyer,Todd,R,R,FLO"
347,"Ishikawa,Travis,L,L,SFNB",0.479,568,618,-50,25,=,-2,"Ishikawa,Travis,L,L,SFNB"
348,"Wood,Jason,R,R,FLO,OF",0.482,671,722,-51,15,=,-3,"Wood,Jason,R,R,FLO,OF"
349,"Wuertz,Michael,R,R,CHN,",0.000,0,52,-52,1,=,-52,"Wuertz,Michael,R,R,CHN,"
350,"Affeldt,Jeremy,L,L,COL,",0.000,0,52,-52,3,=,-17,"Affeldt,Jeremy,L,L,COL,"
352,"Redman,Mark,L,L,KCA,P",0.198,19,79,-59,3,=,-20,"Redman,Mark,L,L,KCA,P"
353,"Paronto,Chad,R,R,ATL,P",0.000,0,59,-59,1,=,-59,"Paronto,Chad,R,R,ATL,P"
354,"Loewen,Adam,L,L,BAL,P",0.000,0,62,-62,2,=,-31,"Loewen,Adam,L,L,BAL,P"
355,"Stults,Eric,L,L,LAN,P",0.380,99,162,-63,6,=,-10,"Stults,Eric,L,L,LAN,P"
356,"Quiroz,Guillermo,R,R,SEC",0.000,0,63,-63,2,=,-31,"Quiroz,Guillermo,R,R,SEC"
357,"Smith,Travis,R,R,ATL,P",0.000,0,63,-63,1,=,-63,"Smith,Travis,R,R,ATL,P"
358,"Condrey,Clay,R,R,PHI,P",0.000,0,64,-64,2,=,-32,"Condrey,Clay,R,R,PHI,P"
359,"Hampson,Justin,L,L,COL,",0.111,9,74,-64,5,=,-13,"Hampson,Justin,L,L,COL,"
360,"Abad,Andy,L,L,CIN,1B",0.004,0,65,-65,5,=,-13,"Abad,Andy,L,L,CIN,1B"
362,"Knott,Jon,R,R,SDN,OF",0.000,0,67,-67,3,=,-22,"Knott,Jon,R,R,SDN,OF"
363,"Reyes,Jose,B,R,CHN,C",0.008,1,67,-67,5,=,-13,"Reyes,Jose,B,R,CHN,C"
364,"Nathan,Joe,R,R,MIN,P",0.000,0,67,-67,1,=,-67,"Nathan,Joe,R,R,MIN,P"
365,"Ordaz,Luis,R,R,TBA,3B",0.000,0,67,-67,2,=,-34,"Ordaz,Luis,R,R,TBA,3B"
366,"Hyzdu,Adam,R,R,TEX,OF",0.022,2,69,-68,4,=,-17,"Hyzdu,Adam,R,R,TEX,OF"
367,"Nelson,John,R,R,SLN,SS",0.000,0,68,-68,5,=,-14,"Nelson,John,R,R,SLN,SS"
368,"Cordero,Chad,R,R,WAS,P",0.000,0,70,-70,2,=,-35,"Cordero,Chad,R,R,WAS,P"
369,"Capellan,Jose,R,R,MIL,P",0.000,0,74,-74,2,=,-37,"Capellan,Jose,R,R,MIL,P"
370,"Gonzalez,Mike,R,L,PIT,P",0.000,0,74,-74,1,=,-74,"Gonzalez,Mike,R,L,PIT,P"
372,"Eyre,Scott,L,L,CHN,P",0.000,0,74,-74,1,=,-74,"Eyre,Scott,L,L,CHN,P"
373,"Keppel,Bobby,R,R,KCA,P",0.000,0,75,-75,2,=,-38,"Keppel,Bobby,R,R,KCA,P"
374,"Piedra,Jorge,L,L,COL,OF",0.494,3146,3223,-76,65,=,-1,"Piedra,Jorge,L,L,COL,OF"
375,"Mueller,Bill,B,R,LAN,3B",0.496,4529,4606,-77,128,=,-1,"Mueller,Bill,B,R,LAN,3B"
376,"Vargas,Jason,L,L,FLO,P",0.415,188,266,-77,17,=,-5,"Vargas,Jason,L,L,FLO,P"
377,"Koplove,Mike,R,R,ARI,P",0.000,0,78,-78,1,=,-78,"Koplove,Mike,R,R,ARI,P"
378,"Linebrink,Scott,R,R,SDN",0.000,0,78,-78,1,=,-78,"Linebrink,Scott,R,R,SDN"
379,"Hooper,Kevin,R,R,DET,2B",0.000,0,79,-79,5,=,-16,"Hooper,Kevin,R,R,DET,2B"
380,"Petit,Yusmeiro,R,R,FLO,",0.255,42,122,-80,5,=,-16,"Petit,Yusmeiro,R,R,FLO,"
382,"Hoover,Paul,R,R,FLO,C",0.366,113,195,-83,5,=,-17,"Hoover,Paul,R,R,FLO,C"
383,"Capps,Matt,R,R,PIT,P",0.000,0,85,-85,4,=,-21,"Capps,Matt,R,R,PIT,P"
384,"Eischen,Joey,L,L,WAS,P",0.000,0,87,-87,3,=,-29,"Eischen,Joey,L,L,WAS,P"
385,"Rauch,Jon,R,R,WAS,P",0.000,0,87,-87,4,=,-22,"Rauch,Jon,R,R,WAS,P"
386,"Lilly,Ted,L,L,TOR,P",0.000,0,90,-90,3,=,-30,"Lilly,Ted,L,L,TOR,P"
387,"Wright,Jaret,R,R,NYA,P",0.372,132,222,-91,5,=,-18,"Wright,Jaret,R,R,NYA,P"
388,"Rogers,Kenny,L,L,DET,P",0.003,0,92,-92,7,=,-13,"Rogers,Kenny,L,L,DET,P"
389,"Corcoran,Roy,R,R,WAS,P",0.038,4,97,-94,2,=,-47,"Corcoran,Roy,R,R,WAS,P"
390,"Asencio,Miguel,R,R,COL,",0.000,0,96,-96,3,=,-32,"Asencio,Miguel,R,R,COL,"
392,"McEwing,Joe,R,R,HOU,2B",0.000,0,98,-98,6,=,-16,"McEwing,Joe,R,R,HOU,2B"
393,"Germano,Justin,R,R,CIN,",0.000,0,102,-102,3,=,-34,"Germano,Justin,R,R,CIN,"
394,"Aardsma,David,R,R,CHN,P",0.000,0,103,-103,3,=,-34,"Aardsma,David,R,R,CHN,P"
395,"Accardo,Jeremy,R,R,SFN,",0.000,0,103,-103,5,=,-21,"Accardo,Jeremy,R,R,SFN,"
396,"Wood,Mike,R,R,KCA,P",0.000,0,104,-104,3,=,-35,"Wood,Mike,R,R,KCA,P"
397,"Zambrano,Victor,B,R,NYN",0.252,53,158,-104,6,=,-17,"Zambrano,Victor,B,R,NYN"
398,"McClung,Seth,R,R,TBA,P",0.000,0,105,-105,2,=,-52,"McClung,Seth,R,R,TBA,P"
399,"Alomar,Sandy,R,R,CHA,C",0.493,4057,4164,-107,113,=,-1,"Alomar,Sandy,R,R,CHA,C"
400,"Nippert,Dustin,R,R,ARI,",0.000,0,107,-107,2,=,-54,"Nippert,Dustin,R,R,ARI,"
402,"Looper,Braden,R,R,SLN,P",0.008,1,109,-108,2,=,-54,"Looper,Braden,R,R,SLN,P"
403,"Guzman,Freddy,B,R,TEX,O",0.169,28,137,-109,9,=,-12,"Guzman,Freddy,B,R,TEX,O"
404,"Valentin,Javier,B,R,CIN",0.497,8803,8913,-109,202,=,-1,"Valentin,Javier,B,R,CIN"
405,"Hendrickson,Ben,R,R,MIL",0.254,57,166,-109,4,=,-27,"Hendrickson,Ben,R,R,MIL"
406,"Young,Delwyn,B,R,LAN,OF",0.000,0,110,-110,5,=,-22,"Young,Delwyn,B,R,LAN,OF"
407,"Bowie,Micah,L,L,WAS,P",0.000,0,110,-110,1,=,-110,"Bowie,Micah,L,L,WAS,P"
408,"Walrond,Les,L,L,CHN,P",0.000,0,110,-110,3,=,-37,"Walrond,Les,L,L,CHN,P"
409,"Wells,David,L,L,BOS,P",0.369,158,269,-112,8,=,-14,"Wells,David,L,L,BOS,P"
410,"Williams,Jerome,R,R,CHN",0.000,0,112,-112,2,=,-56,"Williams,Jerome,R,R,CHN"
412,"Fossum,Casey,L,L,TBA,P",0.000,0,114,-114,2,=,-57,"Fossum,Casey,L,L,TBA,P"
413,"Embree,Alan,L,L,SDN,P",0.000,0,115,-115,1,=,-115,"Embree,Alan,L,L,SDN,P"
414,"Bedard,Erik,L,L,BAL,P",0.000,0,115,-115,2,=,-58,"Bedard,Erik,L,L,BAL,P"
415,"Backe,Brandon,R,R,HOU,P",0.427,338,453,-116,15,=,-8,"Backe,Brandon,R,R,HOU,P"
416,"Bonser,Boof,R,R,MIN,P",0.284,77,194,-117,4,=,-29,"Bonser,Boof,R,R,MIN,P"
417,"Kazmir,Scott,L,L,TBA,P",0.000,0,118,-118,3,=,-39,"Kazmir,Scott,L,L,TBA,P"
418,"Garcia,Freddy,R,R,CHA,P",0.038,5,123,-118,6,=,-20,"Garcia,Freddy,R,R,CHA,P"
419,"Rottino,Vinny,R,R,MIL,3",0.435,402,521,-119,16,=,-7,"Rottino,Vinny,R,R,MIL,3"
420,"Santana,Ervin,R,R,ANA,P",0.149,26,148,-122,4,=,-31,"Santana,Ervin,R,R,ANA,P"
422,"Cannizaro,Andy,R,R,NYA,",0.009,1,125,-123,9,=,-14,"Cannizaro,Andy,R,R,NYA,"
423,"Majewski,Gary,R,R,CIN,P",0.000,0,128,-128,4,=,-32,"Majewski,Gary,R,R,CIN,P"
424,"Corcoran,Tim,R,R,TBA,P",0.000,0,129,-129,5,=,-26,"Corcoran,Tim,R,R,TBA,P"
425,"Rivera,Saul,B,R,WAS,P",0.000,0,129,-129,4,=,-32,"Rivera,Saul,B,R,WAS,P"
426,"Dempster,Ryan,R,R,CHN,P",0.000,0,129,-129,2,=,-65,"Dempster,Ryan,R,R,CHN,P"
427,"Murphy,David,L,L,BOS,OF",0.463,821,951,-130,27,=,-5,"Murphy,David,L,L,BOS,OF"
428,"Colon,Bartolo,R,R,ANA,P",0.000,0,131,-131,2,=,-66,"Colon,Bartolo,R,R,ANA,P"
429,"Medders,Brandon,R,R,ARI",0.000,0,134,-134,2,=,-67,"Medders,Brandon,R,R,ARI"
430,"Knoedler,Justin,R,R,SFN",0.004,0,136,-135,7,=,-19,"Knoedler,Justin,R,R,SFN"
432,"Radke,Brad,R,R,MIN,P",0.000,0,136,-136,2,=,-68,"Radke,Brad,R,R,MIN,P"
433,"Sanchez,Angel,R,R,KCA,S",0.466,950,1087,-137,28,=,-5,"Sanchez,Angel,R,R,KCA,S"
434,"Fultz,Aaron,L,L,PHI,P",0.000,0,139,-139,4,=,-35,"Fultz,Aaron,L,L,PHI,P"
435,"Drese,Ryan,R,R,WAS,P",0.000,0,139,-139,3,=,-46,"Drese,Ryan,R,R,WAS,P"
436,"Gimenez,Hector,B,R,HOU,",0.000,0,140,-140,2,=,-70,"Gimenez,Hector,B,R,HOU,"
437,"Stern,Adam,L,R,BOS,OF",0.455,716,856,-140,23,=,-6,"Stern,Adam,L,R,BOS,OF"
438,"Santana,Johan,L,L,MIN,P",0.000,0,141,-141,2,=,-71,"Santana,Johan,L,L,MIN,P"
439,"Cabrera,Daniel,R,R,BAL,",0.000,0,142,-142,2,=,-71,"Cabrera,Daniel,R,R,BAL,"
440,"Patterson,John,R,R,WAS,",0.392,260,404,-143,10,=,-14,"Patterson,John,R,R,WAS,"
442,"Pierzynski,A.J.,L,R,CHA",0.498,18065,18211,-146,552,=,+0,"Pierzynski,A.J.,L,R,CHA"
443,"Tejeda,Robinson,R,R,TEX",0.000,0,146,-146,3,=,-49,"Tejeda,Robinson,R,R,TEX"
444,"DeLaRosa,Jorge,L,L,KCA,",0.000,0,146,-146,5,=,-29,"DeLaRosa,Jorge,L,L,KCA,"
445,"Small,Aaron,R,R,NYA,P",0.000,0,149,-149,2,=,-75,"Small,Aaron,R,R,NYA,P"
446,"Silva,Carlos,R,R,MIN,P",0.250,76,227,-151,3,=,-50,"Silva,Carlos,R,R,MIN,P"
447,"Byrd,Paul,R,R,CLE,P",0.280,98,252,-154,6,=,-26,"Byrd,Paul,R,R,CLE,P"
448,"Lester,Jon,L,L,BOS,P",0.000,0,154,-154,4,=,-38,"Lester,Jon,L,L,BOS,P"
449,"Kuo,Hong-Chih,L,L,LAN,P",0.370,220,374,-154,11,=,-14,"Kuo,Hong-Chih,L,L,LAN,P"
450,"O'Malley,Ryan,R,L,CHN,P",0.000,0,156,-156,4,=,-39,"O'Malley,Ryan,R,L,CHN,P"
452,"Loaiza,Esteban,R,R,OAK,",0.000,0,159,-159,6,=,-27,"Loaiza,Esteban,R,R,OAK,"
453,"Meyer,Drew,L,R,TEX,SS",0.327,153,315,-162,15,=,-11,"Meyer,Drew,L,R,TEX,SS"
454,"Rose,Mike,B,R,SLN,C",0.072,14,176,-163,9,=,-18,"Rose,Mike,B,R,SLN,C"
455,"Long,Terrence,L,L,NYA,O",0.461,984,1152,-167,40,=,-4,"Long,Terrence,L,L,NYA,O"
456,"Sweeney,Brian,R,R,SDN,P",0.000,0,168,-168,1,=,-168,"Sweeney,Brian,R,R,SDN,P"
457,"Walker,Todd,L,R,CHN,2B",0.497,15904,16072,-168,510,=,+0,"Walker,Todd,L,R,CHN,2B"
458,"Torrealba,Yorvit,R,R,COC",0.496,9713,9883,-169,253,=,-1,"Torrealba,Yorvit,R,R,COC"
459,"Bowen,Rob,B,R,SDN,C",0.490,4332,4501,-169,114,=,-1,"Bowen,Rob,B,R,SDN,C"
460,"Lopez,Rodrigo,R,R,BAL,P",0.000,0,170,-170,3,=,-57,"Lopez,Rodrigo,R,R,BAL,P"
462,"Vazquez,Ramon,L,R,CLE,S",0.477,1866,2042,-176,78,=,-2,"Vazquez,Ramon,L,R,CLE,S"
463,"Clark,Doug,L,R,OAK,OF",0.175,48,225,-177,7,=,-25,"Clark,Doug,L,R,OAK,OF"
464,"Rabe,Josh,R,R,MIN,OF",0.464,1161,1341,-180,53,=,-3,"Rabe,Josh,R,R,MIN,OF"
465,"Zito,Barry,L,L,OAK,P",0.000,0,181,-181,4,=,-45,"Zito,Barry,L,L,OAK,P"
466,"Gregg,Kevin,B,R,ANA,P",0.000,0,182,-182,3,=,-61,"Gregg,Kevin,B,R,ANA,P"
467,"Buehrle,Mark,L,L,CHA,P",0.000,0,182,-182,5,=,-36,"Buehrle,Mark,L,L,CHA,P"
468,"Padilla,Vicente,R,R,TEX",0.000,0,188,-188,2,=,-94,"Padilla,Vicente,R,R,TEX"
469,"Albers,Matt,L,R,HOU,P",0.000,0,188,-188,4,=,-47,"Albers,Matt,L,R,HOU,P"
470,"Michalak,Chris,L,L,CIN,",0.337,195,384,-188,11,=,-17,"Michalak,Chris,L,L,CIN,"
472,"Mottola,Chad,R,R,TOR,OF",0.355,234,425,-191,16,=,-12,"Mottola,Chad,R,R,TOR,OF"
473,"Hernandez,Felix,R,R,SEA",0.000,0,193,-193,5,=,-39,"Hernandez,Felix,R,R,SEA"
474,"Benson,Kris,R,R,BAL,P",0.371,281,475,-195,9,=,-22,"Benson,Kris,R,R,BAL,P"
475,"Morse,Mike,R,R,SEA,SS",0.466,1332,1528,-196,50,=,-4,"Morse,Mike,R,R,SEA,SS"
476,"Bloomquist,Willie,R,R,S,2B",0.495,9896,10094,-198,308,=,-1,"Bloomquist,Willie,R,R,S,2B"
477,"Grimsley,Jason,R,R,ARI,",0.000,0,200,-200,4,=,-50,"Grimsley,Jason,R,R,ARI,"
478,"Mussina,Mike,L,R,NYA,P",0.000,0,204,-204,4,=,-51,"Mussina,Mike,L,R,NYA,P"
479,"Belisle,Matt,R,R,CIN,P",0.000,0,207,-207,7,=,-30,"Belisle,Matt,R,R,CIN,P"
480,"Helling,Rick,R,R,MIL,P",0.000,0,207,-207,3,=,-69,"Helling,Rick,R,R,MIL,P"
482,"Pagan,Angel,B,R,CHN,CF",0.490,5340,5553,-213,194,=,-1,"Pagan,Angel,B,R,CHN,CF"
483,"Huckaby,Ken,R,R,BOS,C",0.170,56,271,-216,5,=,-43,"Huckaby,Ken,R,R,BOS,C"
484,"Kemp,Matt,R,R,LAN,OF",0.490,5170,5386,-216,174,=,-1,"Kemp,Matt,R,R,LAN,OF"
485,"Coats,Buck,L,R,CHN,OF",0.427,635,854,-219,18,=,-12,"Coats,Buck,L,R,CHN,OF"
486,"Meche,Gil,R,R,SEA,P",0.000,0,221,-221,4,=,-55,"Meche,Gil,R,R,SEA,P"
487,"Wilson,Vance,R,R,DET,C",0.489,4787,5007,-221,172,=,-1,"Wilson,Vance,R,R,DET,C"
488,"Moore,Scott,L,R,CHN,3B",0.466,1530,1755,-225,42,=,-5,"Moore,Scott,L,R,CHN,3B"
489,"Wang,Chien-Ming,R,R,NYA",0.000,0,226,-226,4,=,-56,"Wang,Chien-Ming,R,R,NYA"
490,"Towers,Josh,R,R,TOR,P",0.191,70,296,-226,5,=,-45,"Towers,Josh,R,R,TOR,P"
492,"Edmonds,Jim,L,L,SLN,OF",0.496,15530,15757,-227,416,=,-1,"Edmonds,Jim,L,L,SLN,OF"
493,"Graffanino,Tony,R,R,KCAB",0.497,17760,17989,-228,524,=,+0,"Graffanino,Tony,R,R,KCAB"
494,"Brito,Eude,L,L,PHI,P",0.154,52,283,-232,7,=,-33,"Brito,Eude,L,L,PHI,P"
495,"Fick,Robert,L,R,WAS,OF",0.488,4801,5033,-232,143,=,-2,"Fick,Robert,L,R,WAS,OF"
